"1","Computing","Year 1","Autumn 1","Technology around us","Listening for meaning in non-fiction texts","Ordering numbers","Impact of technology on society"
"50","Computing","Year 9","Autumn 2","Media – Animations Types of animation Models and colours Lights and cameras","Writing and interpreting instructions Structure of narrative stories","Shapes and position","How different media can be used to change opinions and is influenced by cultural background"
"51","Computing","Year 9","Spring 1","Data science Defining data and big data Statistics and computers Legal data protection","Reading for meaning and exploring the author's intention","Data and statistics","Taking responsibility for data"
"52","Computing","Year 9","Spring 2","Representations – going audio-visual Digital representation of images and audio Mixing media","Writing and interpreting instructions","Shapes and position and time","How different media can be used to change opinions and is influenced by cultural background"
"53","Computing","Year 9","Summer 1","Cybersecurity Ethical data protection Types of cyber attacks Network vulnerabilities","Reading for meaning Persuasive texts","Graph theory and number bases","Managing online information- Privacy and security"
"54","Computing","Year 9","Summer 2","Physical computing Planning physical computing devices Connecting electrical components Programming external components","Writing and following instructions Recording actions Writing clearly","Logic and mathematical operations","Use of computing devices in society – privacy, availability and biases"
"55","Computing","Year 10","Autumn 1","Algorithms part 1 Computational thinking Representing algorithms Tracing algorithms","Accurate written language","Mathematical operations","Impact of algorithms on society"
"56","Computing","Year 10","Autumn 2","Algorithms part 2 Searches Sorts Implementing algorithms","Accurate written language","Mathematical operations","Impact of algorithms on society"
"57","Computing","Year 10","Spring 1","Computer Systems 1 How a CPU works Computer storage","Reading for information","Logic","History of computer system design"
"58","Computing","Year 10","Spring 2","Computer systems 2 Computer systems Use of logic Assembly language","Reading for information","Logic","Character sets and lack of space for other languages"
"59","Computing","Year 10","Summer 1","Data representation Using different number bases Representing text Representing images and sound","Writing as symbols","Number systems and mathematical operations","Storing data on computers"
"60","Computing","Year 10","Summer 2","Programming Part 1 IDEs Variables, input and output Expressions, selection and logic","Accurate writing","Mathematical operations and logic","Unseen impacts on programs"
"61","Computing","Year 11","Autumn 1","Programming Part 2 Loops and data validation Subroutines, functions and structure Strings, arrays and files","Accurate writing","Mathematical operations and logic","Unseen impacts on programs"
"62","Computing","Year 11","Autumn 2","Cyber Security Types of cybercrime Designing defences Implementing solutions","Reading for meaning networks","Writing concisely","Criminal behaviour"
"63","Computing","Year 11","Spring 1","Databases Types of database Where are databases SQL","Persuasive texts","Large numbers statistics","Storing personal data"
"64","Computing","Year 11","Spring 2","Networks Types of networks Network protocols Internet and WWW","Accurate writing","Mathematical operations and logic","Use of networks"
"65","Computing","Year 11","Summer 1","Impacts of Technology The law and technology Cultural and environmental impacts Ethics of technology","Persuasive texts","Large numbers statistics","Impacts of technology and related ethics"
"66","Computing","Year 11","Summer 2","Review of course through programming activities Physical computing using previous areas of study","Accurate writing","Mathematical operations and logic","Unseen impacts on programs"
"67","Computing","Post 16","Autumn 1","Understanding cyber security","Accurate written language","Mathematical operations and logic","Impact of cyber attacks on society"
"68","Computing","Post 16","Autumn 2","Assessing different methods to keep computers safe from cyber-attacks","Accurate written language","Mathematical operations and logic","Impact of cyber attacks on society"
"69","Computing","Post 16","Spring 1","Practical ways to keep computers safe from cyber-criminals","Reading for information","Logic","The importance to society of preventing cyber attacks"
"70","Computing","Post 16","Spring 2","Practical ways to keep humans safe from cyber-criminals","Reading for information","Logic","The importance of people being safeguarded"
"71","Computing","Post 16","Summer 1","Understand the legal aspects for online business to keep data safe from cyber-criminals GDPR","Writing as symbols","Number systems and mathematical operations","Storing data on computers and the GDPR legal aspects"
"72","Computing","Post 16","Summer 2","Understand the legal aspects for online business to keep data safe from cyber-criminals Other laws","Accurate writing","Mathematical operations and logic","Understanding the legal responsibilities of businesses"
"73","History","Year 7","Autumn 1","What is history?: Historical skills, Chronology, Timelines, Types of Evidence, Reliability.","Use of evidence in writing.","Understanding chronology. Understanding how to work out the century of a year.","Social and Cultural: Understanding different perspectives."
"74","History","Year 7","Autumn 2","The Romans: Invasion, Army, Boudicca, Towns, Everyday Life.","Explaining cause and consequence through writing.","Understanding how Saxons, Vikings and Normans fit into the chronology of Britain.","Spiritual, Social and Cultural: Understanding the impact of different cultures on Britain in terms of language, religion and shared history."
"75","History","Year 7","Spring 1","Saxons, Vikings and Normans: Why the Saxons/Vikings came to Britain and what they changed, The 1066 Crisis, The Norman Conquest, What the Normans changed, controlling Britain.","Making historical comparisons through writing.","Understanding the chronology of medieval English kings.","Spiritual, Moral and Cultural: Understanding historical gender roles, church and state, religious conflict, rights of citizens."
"76","History","Year 7","Spring 2","Medieval Kings: William II: Murdered?, Stephen Vs. Matilda, Henry II Vs. Thomas Becket, Richard I: The Crusades, King John: The Magna Carta, Henry III: Parliament, Edward I: Scotland & Wales.","Being able to explain a historical environment through writing.","Understanding the Medieval period in the timeline of British history.","Spiritual, Moral, Social, and Cultural: Understanding historical moral and social values and practices contrasted with the modern day."
"77","History","Year 7","Summer 1","Medieval Life: Life as a Peasant, Villages and Towns, Law and Order, Entertainment, Religion and the Church, Women in Medieval Europe.","Being able to explain a historical environment through writing.","Understanding the Medieval period in the timeline of British history.","Spiritual and Cultural: Understanding how beliefs can influence everyday practices, E.g. healing and medical practices."
"78","History","Year 7","Summer 2","Medieval Life Part 2: Medieval Medicine, The Black Death, The Peasants Revolt, Robin Hood: Just a Story?, The Great Names of History.","Writing about difference and similarity.","Understanding the chronology of the world in the context of European chronology.","Spiritual and Cultural: Understanding medieval history from different perspective. Understanding religious tolerance and conflict."
"79","History","Year 8","Autumn 1","The Tudors: Richard III: Innocent or Guilty?, Henry VII: Controlling England, Henry VIII’s Six Wives, The Reformation, Edward VI: The Boy King, Mary I: Was she really “bloody”?, Elizabeth I: Challenges.","Evaluating interpretations.","Understanding the chronology of Tudor monarchs.","Spiritual, Moral, Social and Cultural: Understanding religious conflict and change."
"80","History","Year 8","Autumn 2","The New World: Who discovered the New World?, English Explorers, Aztec Society, How the Spanish conquered the Aztecs, Comparing the Tudors to the Aztecs.","Comparison through writing.","Understanding the New World in the chronology of the Tudors.","Spiritual, Moral and Cultural: Understanding the differences and similarities between Europe and the Americas."
"81","History","Year 8","Spring 1","The Stuarts: James I: Gunpowder Plot, Witch Hunting Craze, Why did the Civil War start?, Key Battles, The Execution of Charles I, Oliver Cromwell, Charles II, Plague and Fire.","Explaining cause and consequence through writing.","Understand the chronology of the 17th Century.","Spiritual, Moral and Cultural: Understanding religious and political development and conflict."
"82","History","Year 8","Spring 2","The Slave Trade: Why did Slavery Exist?, The Triangular Trade, The Middle Passage, Slave Auctions, Life as a Slave, The Road to Freedom.","Description and evaluation through writing.","Understanding slavery in the chronology of Britain.","Moral, Social, Cultural: Understanding the impacts of slavery."
"83","History","Year 8","Summer 1","Industry and Reform: The Industrial Revolution, Transport, Coal Mines, Richard Arkwright and the Factory System, Was Brunel a Genius?","Describing significance through writing.","Reading statistics.","Social and Cultural: Understanding economic and social changes."
"84","History","Year 8","Summer 2","Industry and Reform Part 2: Workhouses, Diseases and Cures, Victorian Schools, The life of Queen Victoria, How Britain came to rule India, Scramble for Africa.","Make comparisons through writing.","Understanding Victorian chronology.","Moral, Social and Cultural: Understanding societal attitudes to education and leisure over time."
"85","History","Year 9","Autumn 1","The 20th Century: Key inventions, events and people.","Evaluating significance and making comparisons.","Statistics regarding poverty.","Moral and Social: Understanding poverty and its social impacts."
"86","History","Year 9","Autumn 2","The Early 20th Century: Life of the Rich and Poor, The Suffragettes, The Titanic.","Critical thinking through writing.","Socioeconomic and casualty statistics.","Moral, Social and Cultural: Understanding significance of The Great War in British society and culture."
"87","History","Year 9","Spring 1","The Great War: Long and Short-term Causes, Trench Warfare, Weapons of WWI, Were the Lions led by Donkeys?, The Home Front, The End of the War.","Analysing propaganda.","Election statistics.","Moral and Social: Understanding the socioeconomic conditions that foster extremism."
"88","History","Year 9","Spring 2","Nazi Germany: The Rise of the Nazis, Life in Nazi Germany, Hitler Youth, The Olympic Games 1936.","Analysing causation and significance through writing.","Understanding the chronology of WWII.","Moral, Social and Cultural: Understanding the causes and impacts of war."
"89","History","Year 9","Summer 1","World War II: Appeasement, The Battle of Britain, The Coventry Blitz, Evacuation, The Key Battles of WWII.","Analysing causation and significance through writing.","Understanding the chronology of antisemitism.","Spiritual, Moral, Social and Cultural: Understand the dangers of stereotypes and discrimination."
"90","History","Year 9","Summer 2","The Holocaust: The History of Antisemitism, Antisemitism in Nazi Germany, The Final Solution/Auschwitz, How we remember the Holocaust.","Making comparisons through writing.","Analysis of statistics.","Spiritual, Moral, Social and Cultural: Understand the impact of global political institutions and culture."
"91","History","Year 10","Autumn 1","Medicine in Britain c1250-present. Medieval Medicine: Supernatural and Religious Explanations, The Four Humours, Medieval Medics, Hospitals, The Black Death.","Comparisons, explanations and judgments.","Understanding the chronology of the course. Understanding key statistics and dates.","Spiritual, Moral, Cultural and Social: Understanding the impact of institutions and social structures on scientific practice. Understand historical processes that led to change in these institutions."
"92","History","Year 10","Autumn 2","The Medical Renaissance: Key Changes, Thomas Sydenham, Key Individuals, Prevention and Treatment, Care, The Great Plague.","Comparisons, explanations and judgments.","Understanding key statistics and dates.","Social and Cultural: Understand factors that lead to scientific and cultural change."
"93","History","Year 10","Spring 1","Medicine 1700-1900: Edward Jenner, Pasteur and Koch, Anaesthetics and Antiseptics, Florence Nightingale and Hospitals, John Snow: Cholera, Chadwick and the Public Health Acts.","Comparisons, explanations and judgments.","Understanding key statistics and dates.","Moral, Social and Cultural: Understand factors that lead to scientific and political change."
"94","History","Year 10","Spring 2","C20th Medicine: Genetics, Lifestyle, Technology and Diagnosis, Penicillin, Magic Bullets, NHS, Modern Health Issues.","Describing key features. Evaluating sources.","Understanding key statistics and dates.","Social and Cultural: Understand scientific and social change through extreme situations."
"95","History","Year 10","Summer 1","The British Sector of the Western Front 1914-18: Ypres, the Somme, Arras and Cambrai, the Trench System, The Nature of Wounds, the RAMC and FANY, Dressing Stations, New Techniques.","Describing key features, explanations and judgments.","Understanding the chronology of the course. Understanding key statistics and dates.","Spiritual and Cultural: Understanding religious history, conflict and culture. Understanding factors that lead to international conflict."
"96","History","Year 10","Summer 2","Early Elizabethan England 1558-88: Queen, Government and Religion: Accession, Religious Settlement and Challenges, Mary Queen of Scots.","Describing key features, explanations and judgments.","Understanding key statistics and dates.","Social, Moral and Cultural: Understanding factors leading to socioeconomic changes."
"97","History","Year 11","Autumn 1","Weimar and Nazi Germany 1918-39. The Weimar Republic: Origins of the Republic, Early Political and Economic Challenges, The 1923 Crisis and Recovery, Changes in Society and the “Golden Age”.","Inferences, source analysis and interpretation.","Understanding the chronology of the course. Understanding key statistics and dates.","Social and Cultural: Understanding political spectrum, parties, constitutions and government. Understanding socioeconomic strains on populations."
"98","History","Year 11","Autumn 2","Hitler’s Rise to Power: Early Development of the Nazi Party, the Munich Putsch, The Lean Years, 1929 and the Rise in Nazi Support, Hitler Becomes Chancellor.","Explanation and use of interpretation in writing.","Understanding key statistics and dates.","Spiritual, Moral, Social and Cultural: Understanding the impact of political propaganda and totalitarian institutions upon different sections of society. Understand minority persecution."
"99","History","Year 11","Spring 1","Nazi Control and Dictatorship: The Creation of a Dictatorship, The Police State, the Legal System and the Church, Controlling and Influencing, Opposition and Resistance.","Explanation, Cause and Consequence, Narrative.","Understanding the Chronology of the course. Understanding key statistics and dates.","Moral, Social and Cultural: Understanding of international relations, politics and institutions."
"100","History","Year 11","Spring 2","Superpower Relations and the Cold War 1941-91. The Origin of the Cold War: Early Tension Between East and West, The Development of the Cold War, The Cold War Intensifies.","Explanation, Cause and Consequence, Narrative.","Understanding the Chronology of the course. Understanding key statistics and dates.","Moral, Social and Cultural: Understanding of international relations, politics and institutions."
"101","History","Year 11","Summer 1","Cold War Crises 1958-70: Increased Tension Between East and West, Cold War Crises, Reaction to the Crises.","Comparisons, explanations, judgments, describing key features, inferences, source analysis and historical interpretations.","Chronology and statistics.","Impacts of technology and related ethics."
"102","History","Year 11","Summer 2","The End of the Cold War 1970-91: Attempts to Reduce Tension Between East and West, Flashpoints, The Collapse of Soviet Control in Eastern Europe, Collapse of the Soviet Union.","Comparisons, explanations, judgments, describing key features, inferences, source analysis and historical interpretations.","Chronology and statistics.","Unseen impacts on programs."
"103","Art","Year 1","Autumn 1","Portraits","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"104","Art","Year 1","Autumn 2","Portraits","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"105","Art","Year 1","Spring 1","Investigating materials","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"106","Art","Year 1","Spring 2","Investigating patterns","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"107","Art","Year 1","Summer 1","Looking at buildings","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"108","Art","Year 1","Summer 2","Looking at buildings","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"109","Art","Year 2","Autumn 1","Fantasy Sculpture","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"110","Art","Year 2","Autumn 2","Fantasy Sculpture","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"111","Art","Year 2","Spring 1","Island Sculpture","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"112","Art","Year 2","Spring 2","Island Sculpture","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"113","Art","Year 2","Summer 1","Natural ephemera","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"114","Art","Year 2","Summer 2","Natural ephemera","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"115","Art","Year 3","Autumn 1","Investigating patterns","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"116","Art","Year 3","Autumn 2","Investigating patterns","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"117","Art","Year 3","Spring 1","Bronze/Iron age","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"118","Art","Year 3","Spring 2","Bronze/Iron age","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"119","Art","Year 3","Summer 1","Ancient Greeks","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"120","Art","Year 3","Summer 2","Ancient Greeks","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"121","Art","Year 4","Autumn 1","Roman Gladiators","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"122","Art","Year 4","Autumn 2","Roman Gladiators","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"123","Art","Year 4","Spring 1","Ancient Egypt","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"124","Art","Year 4","Spring 2","Ancient Egypt","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"125","Art","Year 4","Summer 1","Mountain Landscapes","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"126","Art","Year 4","Summer 2","Mountain Landscapes","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"127","Art","Year 5","Autumn 1","Still life","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"128","Art","Year 5","Autumn 2","Still life","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"129","Art","Year 5","Spring 1","Viking sagas","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"130","Art","Year 5","Spring 2","Viking sagas","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"131","Art","Year 5","Summer 1","Pointillism","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"132","Art","Year 5","Summer 2","Pointillism","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"133","Art","Year 6","Autumn 1","Mayan artwork","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"134","Art","Year 6","Autumn 2","Mayan artwork","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"135","Art","Year 6","Spring 1","Pirates","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"136","Art","Year 6","Spring 2","Pirates","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"137","Art","Year 6","Summer 1","People","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"138","Art","Year 6","Summer 2","People","To record observations about artwork using writing methods.","Investigating shapes through art work.","Expressing emotions through artwork."
"139","Art","Year 7","Autumn 1","Drawing: Drawing, application of tone, general shading techniques.","Understand a range of artistic terms.","Understand proportion and scale.","Pupils support each other in a variety of projects to enhance team working skills."
"140","Art","Year 7","Autumn 2","Clay work: Transferring an image to clay, rolling cutting and joining techniques.","Understand a range of artistic terms. Record observations.","Measuring.","Pupils ask questions about art and communicate their ideas and feelings."
"141","Art","Year 7","Spring 1","Recycled Art: Translating a design into a finished artwork, joining techniques, finishing. Artist study Tony Cragg","Understand a range of artistic terms. Record observations.","Measuring.","Pupils support each other in a variety of projects to enhance team working skills."
"142","Art","Year 7","Spring 2","Introduction to carving:  Inuit artwork, soap carving, carving techniques, undercuts.","Understand a range of artistic terms. Record observations.","Proportion.","Pupils identify how beliefs, values and meanings are expressed and shared through art."
"143","Art","Year 7","Summer 1","The Living World: Ernst Heackel and David Doubilet art inspired by the natural world.","Understand a range of artistic terms. Record observations.","","Pupils reflect on nature of  their environment and surroundings."
"144","Art","Year 7","Summer 2","Rural Landscapes: Van Gogh, landscape painting","Understand a range of artistic terms. Record observations.","","Pupils give an opinion of the work of others with a justification for their view."
"145","Art","Year 8","Autumn 1","Mask Making: Development of a 2 dimensional image into a three dimensional artwork. Study venetian mask makers","Written artist study, analysis of artwork.","Measure.","Pupils reflect on nature, their environment and surroundings."
"146","Art","Year 8","Autumn 2","Colour and abstraction: Colour mixing and how to develop a piece of abstract art. Artist Study Kandinsky.","Artist Study Kandinsky.","","Pupils begin to learn how to “read” and understand a piece of art in order to relate to a concept/idea within the piece that conveys a meaning."
"147","Art","Year 8","Spring 1","Colour and Still Life: Record from direct observation and learn effective techniques when exploring elements such as line, tone, shape, pattern, texture and colour.","Analysis of artwork.","","Pupils ask questions about art and communicate their ideas and feelings."
"148","Art","Year 8","Spring 2","Abstract landscapes: Development of ideas.","Analysis of artwork.","","Pupils explore their own ideas and meaning in order to promote self identity."
"149","Art","Year 8","Summer 1","Fantasy Architecture: Single point and double point perspective","Analysis of artwork.","","Students support each other in a variety of projects to enhance team working skills."
"150","Art","Year 8","Summer 2","Harry Potter Wands: Research skills, development of ideas.","Analysis of artwork.","","Students discuss a range of artists and art work and  encouraging and developing communication skills."
"151","Art","Year 9","Autumn 1","Papier Mache heads: I can closely observe an image of half of my face and reproduce it in reverse. I can sculpt a representation of a head in papier mache.","Artwork analysis.","Proportion, scale.","Pupils are encouraged to explore their own ideas and meaning in order to promote self identity."
"152","Art","Year 9","Autumn 2","GCSE coursework - Julian Opie: sketchbook presentation, claywork, Artist study) Caras Ionut (Photography, Digital artwork, Watercolour painting, Artist study)","Artwork analysis.","","Pupils identify how beliefs, values and meanings are expressed and shared through art."
"153","Art","Year 9","Spring 1","GCSE Coursework - Octavio Ocampo: Octavio Ocampo, (photography, Artist study) Lucien Freud (painting, artist study) Luke Dixon (Drawing, zentangle project, artist study)","Artwork analysis.","","Pupils ask questions about art and communicate their ideas and feelings."
"154","Art","Year 9","Spring 2","GCSE Coursework - Kathe Kollwitz Kathe Kollwitz (Lino Printing, cross hatching, artist study) Levi Van Veluw (sculpture,, artist study","Artwork analysis.","","Pupils are encouraged to explore their own ideas and meaning in order to promote self identity."
"155","Art","Year 9","Summer 1","GCSE Coursework - Independent artist study painting, clay, printing, collage, sculpture etc artist study","Artwork analysis.","","Pupils are encouraged to explore their own ideas and meaning in order to promote self identity."
"156","Art","Year 9","Summer 2","GCSE Coursework - Independent artist study painting, clay, printing, collage, sculpture etc artist study","Artwork analysis.","","Pupils are encouraged to explore their own ideas and meaning in order to promote self identity."
"157","Art","Year 10","Autumn 1","GCSE Coursework - Independent artist study painting, clay, printing, collage, sculpture etc artist study.","Artist study, to record observations about art using written methods.","","Pupils think independently about how to develop and express their ideas in an appropriate manner."
"158","Art","Year 10","Autumn 2","GCSE Coursework - Independent artist study painting, clay, printing, collage, sculpture etc artist study.","Artist study, to record observations about art using written methods.","","Pupils use different resources and equipment to develop creative responses and express personal opinions."
"159","Art","Year 10","Spring 1","GCSE Coursework - Independent artist study painting, clay, printing, collage, sculpture etc artist study.","Artist study, to record observations about art using written methods.","","Pupils think independently about how to develop and express their ideas in an appropriate manner."
"160","Art","Year 10","Spring 2","GCSE Coursework - Independent artist study painting, clay, printing, collage, sculpture etc artist study.","Artist study, to record observations about art using written methods.","","Pupils think independently about how to develop and express their ideas in an appropriate manner."
"161","Art","Year 10","Summer 1","GCSE Coursework - Independent artist study painting, clay, printing, collage, sculpture etc artist study.","Artist study, to record observations about art using written methods.","","Pupils think independently about how to develop and express their ideas in an appropriate manner."
"162","Art","Year 10","Summer 2","GCSE Coursework - Independent artist study painting, clay, printing, collage, sculpture etc artist study.","Artist study, to record observations about art using written methods.","","Pupils think independently about how to develop and express their ideas in an appropriate manner."
"163","Art","Year 11","Autumn 1","GCSE Coursework - Independent artist study painting, clay, printing, collage, sculpture etc artist study.","Artist study, to record observations about art using written methods.","","Pupils think independently about how to develop and express their ideas in an appropriate manner."
