Year,Term,Area_of_study,Literacy_focus,Numeracy_focus,SMSC
Year 7,Spring 1,"Poetry: Childhood Memories Anthology Pre and Post 1900","The elements of a sentence. Simple sentences, compound sentences, complex sentences.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 7,Spring 2,"Shakespeare Introduction","The elements of a sentence. Simple sentences, compound sentences, complex sentences.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 7,Summer 1,"Non-Fiction Writers’ Viewpoints and Perspectives","Introductions, conclusions, paragraphs and topic sentences.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 7,Summer 2,"Charles Dickens – study of extracts (Author Study)","Introductions, conclusions, paragraphs and topic sentences.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 8,Autumn 1,"Baseline Assessment, AR Tests (3 weeks), Gothic Horror – study of extracts Mary Shelley (Author Study)","Revision of previous year & adverbs, comparative and superlative adjectives, nouns, plural nouns, apostrophes and contractions.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 8,Autumn 2,"Poetry: Portraits Of People (Pre and Post 1900)","Revision of previous year & adverbs, comparative and superlative adjectives, nouns, plural nouns, apostrophes and contractions.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 8,Spring 1,"Shakespeare: Tempest / A Midsummer Night’s Dream","Revision of previous year & compound/complex sentences, embedding clauses, conjunctive adverbs and semi colons.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 8,Spring 2,"Non-Fiction: Travels and Tribulations","Revision of previous year & compound/complex sentences, embedding clauses, conjunctive adverbs and semi colons.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 8,Summer 1,"Science Fiction: Study of extracts and short stories","Revision of previous year & connections between sentences, proofreading, drafting & rewriting.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 8,Summer 2,"Study of a Novel: A Monster Calls by Patrick Ness (Author Study)","Revision of previous year & connections between sentences, proofreading, drafting & rewriting.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 9,Autumn 1,"Baseline Assessment, AR Tests (3 weeks), Stone Cold – Robert Swindells","Revision of previous years & subject, direct object, indirect object, the passive, auxiliary verbs, participles & word endings.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 9,Autumn 2,"Poetry: World War 1 Poetry, Author/Poet Study – WW1","Revision of previous years & subject, direct object, indirect object, the passive, auxiliary verbs, participles & word endings.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 9,Spring 1,"Shakespeare: Macbeth","Revision of previous years & restrictive and non-restrictive clauses, comma placement, colons, hyphens and punctuating speech.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 9,Spring 2,"Of Mice and Men – Steinbeck (Author Study)","Revision of previous years & restrictive and non-restrictive clauses, comma placement, colons, hyphens and punctuating speech.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 9,Summer 1,"Non-Fiction: Prejudice and Protest, Writing is Fighting","Revision of previous years & text, purpose and audience.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 9,Summer 2,"Short Stories: Jekyll and Hyde","Revision of previous years & text, purpose and audience.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 10,Autumn 1,"Baseline Assessment, AR Tests (3 weeks), An Inspector Calls – J B Priestley","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 10,Autumn 2,"Conflict Poetry – study of a selection of poems","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
Year 10,Spring 1,"The Strange Case of Dr Jekyll and Mr Hyde – R L Stevenson","Text structure, coherence, language for effect.","Working with the chronological order of sequencing and events. Calculating how many years ago from the present day some texts were written. Non-Fiction texts interpreting factual language and statistics for meaning for meaning, such as speed or temperature.","Spiritual: Understanding the value of relationships, Encouraging self-awareness, Experience opportunities for creativity, Develop an understanding of others, Develop a caring attitude towards others, Opportunities to be inquisitive, Recognising & accepting difference & diversity. Moral: Promoting equality & diversity, Providing opportunities to explore right & wrong / practice moral decision making, Recognising & respecting the moral codes of other cultures. Social: Encouraging pupils to work co-operatively, Providing conceptual and linguistic framework for debate, Opportunities to exercise leadership and responsibility. Cultural: Understand & recognise own cultural assumptions, Understand the influences of our cultural heritage, Openness to new ideas and to modify thinking to accommodate them, Opportunities for personal enrichment through cultural experiences, Willingness to participate in cultural activities & enterprises, Regard for heights of human achievements in all cultures & societies."
